userid,password,residence_state,high_school_name,high_school_city,high_school_state,GPA,college_class,major_1,major_2,SAT_math,SAT_EBRW,ACT_English,ACT_math,ACT_reading,ACT_science,ACT_composite,SAT_literature,SAT_US_hist,SAT_world_hist,SAT_math_I,SAT_math_II,SAT_eco_bio,SAT_mol_bio,SAT_chemistry,SAT_physics,num_AP_passed
mcoolingdu,discrete,TX,james madison high school,vienna,VA,2.78,2024,Biology,Psychology,488,300,4,19,31,3,32,752,344,680,471,718,456,764,355,778,5
jfilippozzidv,object-oriented,PA,whitney high school,cerritos,CA,2.06,2023,Spanish,Creative Writing,477,795,18,15,19,23,3,531,414,391,745,527,422,762,350,203,5
aputtrelldw,Ameliorated,MO,brooklyn technical high school,brooklyn,NY,3.01,2026,Computer Science,Computer Engineering,208,455,10,5,3,13,2,398,235,215,419,633,542,504,335,468,0
smarriagedx,background,WA,academic magnet high school,north charleston,SC,3.01,2025,English,Computer Engineering,375,699,17,25,19,7,3,545,557,745,568,275,711,774,454,706,3
diczokvitzdy,pricing structure,TX,academy for information technology,scotch plains,NJ,3.65,2026,Computer Science,Computer Engineering,664,304,33,32,24,17,21,300,715,455,518,328,648,297,279,362,7
lpretswelldz,coherent,OK,james madison high school,vienna,VA,3.95,2025,Computer Science,Creative Writing,699,326,16,34,31,35,32,595,382,280,713,310,693,405,640,412,9
agoshawke0,3rd generation,WY,whitney high school,cerritos,CA,3.59,2022,Spanish,Sociology,421,540,17,26,21,21,13,591,704,392,720,672,377,463,240,508,5
bkintone1,fresh-thinking,CA,brooklyn technical high school,brooklyn,NY,2.67,2023,English,Psychology,270,275,2,18,16,11,13,288,263,606,433,247,271,744,334,728,9
chamshawe2,forecast,TX,academic magnet high school,north charleston,SC,2.51,2025,Mathematics,Computer Engineering,311,734,5,12,26,18,6,654,748,514,224,447,499,334,503,636,8
cdinwoodiee3,Team-oriented,AL,academy for information technology,scotch plains,NJ,3.52,2025,Computer Science,Psychology,203,510,6,4,33,12,5,711,347,322,435,669,654,798,349,770,3
mjouannye4,Profit-focused,CA,james madison high school,vienna,VA,3.48,2025,Computer Science,Psychology,311,463,29,29,9,32,7,299,421,382,413,759,231,531,768,333,0
rpreatore5,interface,VA,whitney high school,cerritos,CA,2.7,2022,Biology,Computer Engineering,363,785,4,26,9,14,7,742,210,603,288,749,764,789,709,332,0
ohrinchishine6,Sharable,SC,brooklyn technical high school,brooklyn,NY,3.15,2022,Mathematics,Creative Writing,297,664,24,11,21,3,36,269,738,552,506,406,409,338,708,664,0
pvaneedene7,core,AL,academic magnet high school,north charleston,SC,3.0,2022,Biology,Psychology,709,276,5,31,36,21,22,356,335,288,595,217,584,449,641,647,6
menrigoe8,budgetary management,KY,academy for information technology,scotch plains,NJ,3.55,2023,Mathematics,Sociology,651,501,3,15,19,28,7,723,749,283,748,571,677,636,536,634,9
rjarrete9,eco-centric,KS,james madison high school,vienna,VA,3.72,2024,Computer Science,Psychology,629,572,1,8,22,25,20,580,341,314,623,205,736,395,683,530,1
asollarsea,access,TX,whitney high school,cerritos,CA,2.83,2023,Computer Science,Creative Writing,396,743,26,29,15,5,29,369,769,331,553,626,320,203,510,217,2
bamayaeb,well-modulated,NY,brooklyn technical high school,brooklyn,NY,3.54,2022,Mathematics,Psychology,678,303,27,19,35,16,17,299,388,485,379,758,321,292,328,783,0
agoldsec,3rd generation,VA,academic magnet high school,north charleston,SC,2.95,2023,Spanish,Computer Engineering,555,200,6,2,35,2,1,557,707,390,663,731,495,473,695,233,9
wslattened,initiative,NM,academy for information technology,scotch plains,NJ,2.34,2023,Biology,Sociology,528,739,6,17,14,23,34,323,540,589,558,667,339,474,285,344,2
msharpousee,product,FL,james madison high school,vienna,VA,3.35,2025,Spanish,Psychology,626,424,4,22,24,19,36,604,299,239,621,289,736,423,328,556,0
gconwellef,asymmetric,WA,whitney high school,cerritos,CA,3.0,2025,Mathematics,Creative Writing,666,605,3,19,3,6,36,366,390,590,694,230,577,477,796,551,4
rledinghameg,data-warehouse,VA,brooklyn technical high school,brooklyn,NY,3.43,2026,Mathematics,Creative Writing,260,556,3,16,29,34,22,306,701,505,301,779,583,448,670,671,0
rpoldingeh,Multi-tiered,FL,academic magnet high school,north charleston,SC,3.34,2023,Biology,Computer Engineering,395,655,12,14,34,10,35,281,685,231,603,727,677,239,660,477,7
uoxfordei,Multi-layered,VA,academy for information technology,scotch plains,NJ,2.69,2026,Biology,Creative Writing,493,694,22,9,19,3,14,212,636,606,709,276,441,612,543,417,7
gtaylderej,Balanced,OK,james madison high school,vienna,VA,2.01,2023,Mathematics,Computer Engineering,282,268,10,33,13,27,5,482,779,493,227,445,429,456,650,490,4
hmarczykek,portal,MN,whitney high school,cerritos,CA,2.56,2023,Computer Science,Sociology,269,710,22,34,5,34,33,297,426,327,478,765,478,417,322,602,3
rbladenel,Vision-oriented,MA,brooklyn technical high school,brooklyn,NY,3.67,2025,Biology,Psychology,353,234,5,21,35,34,17,291,230,361,716,698,654,772,605,273,6
lstandidgeem,Open-source,TX,academic magnet high school,north charleston,SC,2.2,2025,Spanish,Creative Writing,403,558,22,24,26,6,20,524,659,388,462,626,378,372,371,614,2
aferebeeen,Diverse,FL,academy for information technology,scotch plains,NJ,3.41,2023,English,Psychology,576,598,17,36,1,22,31,361,478,476,382,299,256,703,513,608,2
bclearyeo,forecast,FL,james madison high school,vienna,VA,2.29,2022,Computer Science,Psychology,354,566,1,11,14,4,4,554,433,354,639,544,252,787,248,208,6
jpattenep,Open-architected,KY,whitney high school,cerritos,CA,2.96,2026,Biology,Sociology,272,503,17,5,3,34,36,603,370,408,502,407,647,479,786,590,1
abesseq,installation,TX,brooklyn technical high school,brooklyn,NY,2.42,2022,Spanish,Sociology,265,267,13,1,8,28,35,668,774,286,364,601,357,593,574,452,2
bchesshyreer,Open-source,NY,academic magnet high school,north charleston,SC,3.53,2025,Computer Science,Sociology,249,279,34,20,30,36,4,440,284,237,564,745,518,282,247,224,2
psheptones,User-centric,VA,academy for information technology,scotch plains,NJ,2.51,2026,English,Sociology,437,312,31,12,6,32,3,335,791,244,426,341,508,653,464,570,8
dneemet,Business-focused,KS,james madison high school,vienna,VA,3.72,2025,Mathematics,Sociology,744,351,7,9,21,4,17,387,773,565,203,286,428,510,406,575,2
dgebuhreu,Customizable,MA,whitney high school,cerritos,CA,2.95,2024,English,Computer Engineering,454,403,32,21,6,16,15,288,321,201,630,239,409,357,656,445,8
bhopferev,productivity,MN,brooklyn technical high school,brooklyn,NY,3.25,2025,Computer Science,Creative Writing,494,250,31,5,1,19,21,534,303,312,619,635,781,480,687,674,2
goldcoteew,attitude-oriented,MA,academic magnet high school,north charleston,SC,3.78,2024,English,Psychology,450,704,12,26,5,33,33,719,464,293,615,781,675,204,351,620,5
ldrableex,Fundamental,IL,academy for information technology,scotch plains,NJ,2.36,2024,English,Computer Engineering,235,754,26,21,1,21,33,202,206,718,655,685,698,492,355,317,8
lgiddensey,Digitized,NY,james madison high school,vienna,VA,3.98,2023,Spanish,Psychology,684,306,5,31,25,25,8,782,677,343,627,553,740,671,449,248,2
nbasdenez,matrices,FL,whitney high school,cerritos,CA,3.1,2025,Mathematics,Computer Engineering,783,379,6,8,4,17,11,241,209,654,451,756,336,401,716,539,5
gbuttlerf0,Optional,NY,brooklyn technical high school,brooklyn,NY,3.27,2026,Biology,Creative Writing,695,468,12,15,19,16,16,473,237,629,337,549,501,681,241,259,9
rloftinf1,Configurable,WI,academic magnet high school,north charleston,SC,3.83,2024,Spanish,Psychology,338,759,8,32,19,5,34,200,379,569,597,359,476,357,500,743,4
bverlingf2,non-volatile,TX,academy for information technology,scotch plains,NJ,3.43,2022,Mathematics,Computer Engineering,556,798,5,18,34,4,27,243,491,682,582,368,454,246,495,540,2
cbunnellf3,hybrid,MN,james madison high school,vienna,VA,3.89,2026,Mathematics,Creative Writing,215,437,36,10,34,33,14,531,419,285,584,306,201,498,224,631,8
jgorgesf4,algorithm,TX,whitney high school,cerritos,CA,3.84,2025,English,Psychology,316,255,4,32,10,23,25,708,206,606,547,278,559,512,430,501,5
atetherf5,Adaptive,MN,brooklyn technical high school,brooklyn,NY,2.84,2025,Biology,Computer Engineering,558,539,16,4,19,21,7,671,680,555,757,480,504,316,776,747,8
anisenf6,didactic,CA,academic magnet high school,north charleston,SC,2.99,2025,Biology,Computer Engineering,750,630,7,33,32,35,14,691,339,252,579,220,557,497,355,393,8
rmabbf7,Multi-layered,ND,academy for information technology,scotch plains,NJ,3.33,2026,Biology,Sociology,614,286,13,8,15,36,12,696,499,214,437,613,364,486,427,552,0
lwatmoughf8,background,ND,james madison high school,vienna,VA,2.13,2022,Biology,Computer Engineering,722,774,1,20,18,29,14,687,403,607,665,317,246,487,558,318,10
hhillbornef9,Progressive,NY,whitney high school,cerritos,CA,2.58,2022,English,Creative Writing,327,200,33,8,22,14,32,597,679,294,402,650,243,435,510,536,5
phayzerfa,Decentralized,TX,brooklyn technical high school,brooklyn,NY,2.22,2023,Spanish,Sociology,797,291,22,29,33,7,10,604,450,588,303,281,242,470,341,724,7
bneubiginfb,user-facing,MI,academic magnet high school,north charleston,SC,3.66,2023,English,Psychology,678,634,20,18,24,26,19,359,746,564,618,269,432,454,295,230,6
sscolefc,Multi-channelled,FL,academy for information technology,scotch plains,NJ,2.36,2024,Mathematics,Creative Writing,789,497,11,31,35,1,12,456,762,707,230,602,472,581,741,324,2
cbulleyfd,Visionary,NY,james madison high school,vienna,VA,2.09,2026,Biology,Sociology,378,760,18,34,3,17,36,594,751,526,784,317,496,601,210,394,9
horumfe,groupware,TN,whitney high school,cerritos,CA,2.33,2025,Computer Science,Creative Writing,545,519,10,35,4,33,14,694,484,338,773,298,736,778,745,393,7
mlorneff,pricing structure,VA,brooklyn technical high school,brooklyn,NY,2.68,2024,English,Computer Engineering,589,717,13,11,35,18,25,202,662,668,365,564,328,693,390,231,10
bmetterickfg,matrices,ID,academic magnet high school,north charleston,SC,3.42,2026,Biology,Creative Writing,345,211,5,32,23,14,18,425,290,466,546,302,447,327,468,384,1
wbosketfh,array,KY,academy for information technology,scotch plains,NJ,3.69,2023,Biology,Sociology,648,503,15,7,21,34,3,728,453,764,705,325,692,686,420,524,4
alowndsbroughfi,Open-source,TX,james madison high school,vienna,VA,2.92,2025,Spanish,Computer Engineering,784,280,2,10,1,29,16,600,643,273,653,318,200,620,372,505,1
lwaterstonefj,analyzing,AZ,whitney high school,cerritos,CA,2.19,2025,Computer Science,Computer Engineering,645,783,11,10,20,32,19,440,476,274,452,371,750,453,383,521,1
glunamfk,didactic,MS,brooklyn technical high school,brooklyn,NY,2.32,2022,Mathematics,Psychology,706,265,14,32,14,1,30,270,773,555,494,508,726,726,585,413,6
acrooksfl,flexibility,FL,academic magnet high school,north charleston,SC,3.33,2026,Spanish,Creative Writing,290,314,31,8,34,12,17,318,563,201,754,692,340,444,387,795,2
cspightfm,firmware,GA,academy for information technology,scotch plains,NJ,3.19,2026,Computer Science,Computer Engineering,342,512,27,11,26,23,11,429,358,755,787,737,251,794,750,440,7
hcorbetfn,Graphical User Interface,FL,james madison high school,vienna,VA,2.76,2025,Computer Science,Computer Engineering,457,357,32,23,3,23,30,293,379,740,632,325,422,689,479,393,0
jpalphreymanfo,bandwidth-monitored,IN,whitney high school,cerritos,CA,2.93,2023,Spanish,Psychology,699,413,23,20,18,11,30,406,573,385,316,421,749,282,544,509,3
imarquotfp,Stand-alone,GA,brooklyn technical high school,brooklyn,NY,2.55,2023,Computer Science,Computer Engineering,270,570,32,34,12,12,15,244,393,655,397,259,355,217,733,533,4
jgeelanfq,3rd generation,NY,academic magnet high school,north charleston,SC,3.87,2024,Biology,Psychology,480,653,25,13,14,29,35,578,732,205,481,248,799,339,516,287,3
dyessonfr,Automated,MA,academy for information technology,scotch plains,NJ,3.03,2025,Mathematics,Sociology,349,580,35,34,30,9,33,299,727,729,684,653,371,632,505,206,0
ccrucesfs,Business-focused,CA,james madison high school,vienna,VA,3.91,2024,Biology,Creative Writing,212,703,16,25,2,29,28,288,384,346,310,737,273,225,409,378,6
jcluelowft,uniform,FL,whitney high school,cerritos,CA,2.08,2025,Mathematics,Computer Engineering,257,639,26,3,29,7,17,220,615,419,474,442,698,628,547,435,1
pbardillfu,Polarised,OH,brooklyn technical high school,brooklyn,NY,2.48,2023,Biology,Sociology,470,522,18,7,7,2,12,626,423,253,458,209,370,615,644,475,7
nbrosekefv,forecast,OH,academic magnet high school,north charleston,SC,2.28,2023,Biology,Creative Writing,579,770,16,20,36,8,25,490,573,728,439,382,283,515,701,436,8
agrzeszczykfw,task-force,CA,academy for information technology,scotch plains,NJ,3.31,2022,Biology,Psychology,419,249,21,32,34,33,16,445,791,727,765,443,650,299,522,233,4
hmclernonfx,Fully-configurable,FL,james madison high school,vienna,VA,3.95,2025,Mathematics,Creative Writing,299,434,24,34,13,26,11,699,706,724,399,781,282,328,792,677,7
speskinfy,Focused,TX,whitney high school,cerritos,CA,2.33,2024,Biology,Sociology,627,468,8,6,4,11,35,640,680,249,465,747,250,548,778,391,8
gattreedfz,moderator,TX,brooklyn technical high school,brooklyn,NY,2.29,2024,Spanish,Psychology,775,586,16,25,2,15,24,768,343,713,524,219,577,306,468,773,0
kveljesg0,service-desk,CA,academic magnet high school,north charleston,SC,3.02,2024,Computer Science,Psychology,395,262,7,33,16,32,32,611,505,719,517,283,564,220,695,229,2
dmacalindeng1,Streamlined,MO,academy for information technology,scotch plains,NJ,3.32,2024,Computer Science,Computer Engineering,632,731,2,4,30,22,5,529,686,511,225,358,452,206,597,321,3
cwythillg2,Future-proofed,MI,james madison high school,vienna,VA,2.76,2022,Mathematics,Computer Engineering,562,204,26,20,3,21,8,623,269,651,515,263,669,468,203,509,2
rlangrishg3,firmware,VA,whitney high school,cerritos,CA,3.9,2026,Mathematics,Psychology,595,254,31,9,16,18,24,584,717,534,790,337,684,572,297,314,8
jdelacosteg4,moderator,CA,brooklyn technical high school,brooklyn,NY,3.28,2022,Computer Science,Computer Engineering,565,287,22,36,27,29,21,398,475,683,513,530,753,224,740,272,7
dduddyg5,open system,NC,academic magnet high school,north charleston,SC,3.29,2023,Biology,Psychology,258,406,15,29,8,32,23,454,504,322,568,352,462,343,254,752,4
rfenbyg6,Extended,TX,academy for information technology,scotch plains,NJ,3.7,2023,Computer Science,Sociology,733,374,24,6,13,2,31,646,608,353,452,673,421,455,327,304,2
bsibbeg7,interactive,DC,james madison high school,vienna,VA,2.08,2026,Mathematics,Creative Writing,619,535,34,11,36,6,21,336,291,200,204,331,777,202,440,734,7
bseppeyg8,Open-architected,NY,whitney high school,cerritos,CA,3.11,2022,Computer Science,Psychology,739,235,12,6,17,33,3,696,439,350,489,632,249,277,310,540,1
rhamlyg9,challenge,TX,brooklyn technical high school,brooklyn,NY,2.98,2024,Mathematics,Psychology,481,278,5,6,22,10,2,564,738,692,366,461,613,339,524,650,7
hslaghtga,asymmetric,CA,academic magnet high school,north charleston,SC,2.52,2025,Computer Science,Psychology,631,351,23,20,34,36,34,695,350,546,452,313,561,509,548,681,3
amattkegb,grid-enabled,RI,academy for information technology,scotch plains,NJ,3.5,2024,English,Creative Writing,409,431,20,9,28,3,9,578,571,555,397,338,453,212,348,452,1
gdonnersberggc,Grass-roots,OK,james madison high school,vienna,VA,2.45,2026,Computer Science,Computer Engineering,434,470,7,9,28,16,33,542,758,312,360,620,476,448,356,745,6
swylemangd,service-desk,OK,whitney high school,cerritos,CA,3.84,2022,Computer Science,Psychology,786,771,17,23,18,24,9,381,499,352,644,576,776,205,658,458,4
ccreminge,algorithm,WA,brooklyn technical high school,brooklyn,NY,3.29,2024,Computer Science,Psychology,348,614,14,8,29,34,30,506,326,569,687,679,676,354,584,375,2
norteltgf,demand-driven,CA,academic magnet high school,north charleston,SC,3.45,2026,Spanish,Computer Engineering,336,664,2,26,1,13,10,748,348,574,477,739,208,254,523,343,3
tmecchigg,attitude-oriented,NY,academy for information technology,scotch plains,NJ,2.73,2024,English,Creative Writing,411,205,32,29,12,34,33,208,512,586,546,523,634,495,496,552,5
hvigergh,full-range,IA,james madison high school,vienna,VA,2.11,2023,Mathematics,Computer Engineering,522,527,21,3,36,30,4,539,626,218,406,684,654,359,509,317,7
jdavleygi,success,PA,whitney high school,cerritos,CA,3.28,2026,English,Sociology,437,381,3,4,22,13,1,415,221,545,678,340,265,568,466,712,0
beplategj,interactive,TX,brooklyn technical high school,brooklyn,NY,3.51,2026,English,Computer Engineering,692,717,19,10,32,4,9,570,267,312,435,518,455,308,524,274,0
elaurentygk,frame,IA,academic magnet high school,north charleston,SC,2.35,2026,Biology,Creative Writing,609,590,24,13,33,24,3,553,204,265,258,224,576,630,554,566,9
fpielgl,firmware,AL,academy for information technology,scotch plains,NJ,2.15,2025,Computer Science,Computer Engineering,518,709,30,3,27,18,34,227,571,421,330,449,651,568,696,254,1
lkomorowskigm,Switchable,PA,james madison high school,vienna,VA,3.08,2024,English,Computer Engineering,201,248,12,22,1,8,13,781,769,576,275,217,588,237,330,574,2
jdaymentgn,installation,TN,whitney high school,cerritos,CA,2.58,2023,English,Computer Engineering,525,318,35,1,33,33,13,560,412,307,284,719,261,721,644,788,3
bhastygo,Grass-roots,OK,brooklyn technical high school,brooklyn,NY,2.4,2025,Biology,Creative Writing,782,745,10,35,15,28,23,487,656,728,483,692,684,527,762,208,0
kcookleygp,Business-focused,CA,academic magnet high school,north charleston,SC,2.7,2023,Mathematics,Creative Writing,369,524,18,4,14,2,27,317,766,334,519,602,276,590,645,311,6
ptroygq,Vision-oriented,SC,academy for information technology,scotch plains,NJ,3.05,2022,Biology,Sociology,774,705,13,26,31,3,31,360,405,551,411,241,750,246,362,494,4
kiglesiagr,coherent,ID,james madison high school,vienna,VA,3.37,2024,Mathematics,Sociology,639,498,13,12,20,13,22,553,610,577,341,563,670,472,710,752,10
lfoadgs,Business-focused,NV,whitney high school,cerritos,CA,3.99,2023,Biology,Psychology,533,464,30,4,5,11,10,541,460,735,781,468,370,549,323,764,1
cbrigdalegt,asynchronous,NJ,brooklyn technical high school,brooklyn,NY,3.21,2026,Mathematics,Computer Engineering,449,616,7,7,19,31,16,734,796,621,699,308,723,784,793,445,6
dpitceathlygu,radical,MI,academic magnet high school,north charleston,SC,3.68,2023,Biology,Psychology,255,573,20,23,11,34,1,352,434,649,767,751,681,395,742,298,2
bcrossgv,capability,GA,academy for information technology,scotch plains,NJ,3.73,2023,Computer Science,Creative Writing,504,720,30,8,20,32,1,201,360,511,330,662,443,431,529,702,4
sribeygw,Switchable,KY,james madison high school,vienna,VA,3.06,2024,Biology,Creative Writing,701,712,20,25,35,20,20,773,450,652,270,752,689,776,457,442,8
kgentilgx,Total,FL,whitney high school,cerritos,CA,3.65,2025,Biology,Computer Engineering,600,274,3,15,36,21,30,644,516,597,232,354,285,360,434,491,7
granklingy,directional,OH,brooklyn technical high school,brooklyn,NY,3.89,2022,Spanish,Sociology,672,564,2,10,27,10,18,266,280,481,593,530,530,282,229,743,6
kbresnergz,Quality-focused,TX,academic magnet high school,north charleston,SC,3.14,2024,Mathematics,Sociology,364,227,8,6,1,13,36,480,479,708,457,783,682,489,731,315,5
lfardellh0,neutral,KY,academy for information technology,scotch plains,NJ,2.24,2025,Biology,Sociology,367,210,2,5,21,32,11,271,592,528,788,442,712,463,545,625,9
pridsdoleh1,fresh-thinking,TX,james madison high school,vienna,VA,3.99,2022,English,Computer Engineering,533,565,11,32,34,20,17,300,419,696,200,744,312,470,340,632,4
fmerrydewh2,Synergistic,IN,whitney high school,cerritos,CA,3.58,2025,Spanish,Computer Engineering,207,455,8,4,33,35,4,277,214,264,607,307,780,540,397,547,5
pautonh3,Total,NY,brooklyn technical high school,brooklyn,NY,2.46,2024,Spanish,Computer Engineering,668,255,34,29,33,1,20,262,759,596,702,407,774,596,240,240,9
gdanaharh4,Function-based,AL,academic magnet high school,north charleston,SC,3.79,2025,English,Computer Engineering,212,213,25,18,23,34,4,640,756,217,444,216,453,300,621,698,3
rdyh5,Extended,TX,academy for information technology,scotch plains,NJ,2.82,2025,Computer Science,Sociology,369,798,33,19,33,22,35,222,470,450,622,455,749,450,778,630,5
tbreakwellh6,Intuitive,CA,james madison high school,vienna,VA,3.77,2023,Computer Science,Creative Writing,526,442,36,21,23,35,22,641,404,700,747,567,792,406,359,466,3
tbruckmanh7,bottom-line,WI,whitney high school,cerritos,CA,2.27,2024,Biology,Computer Engineering,642,563,12,9,20,16,27,660,545,268,301,455,323,200,256,346,3
rcalvieh8,actuating,AL,brooklyn technical high school,brooklyn,NY,3.78,2023,Computer Science,Creative Writing,551,623,3,9,10,14,32,753,273,673,612,646,430,391,552,544,5
tculshewh9,Business-focused,VA,academic magnet high school,north charleston,SC,2.02,2024,Spanish,Creative Writing,403,265,8,26,2,15,20,771,494,492,277,671,329,324,204,486,8
cprescotha,access,VA,academy for information technology,scotch plains,NJ,2.04,2024,Computer Science,Computer Engineering,605,210,3,15,26,34,18,585,277,585,321,735,373,381,741,227,3
adepinnahb,adapter,CT,james madison high school,vienna,VA,2.77,2025,English,Creative Writing,503,626,1,17,2,17,11,388,681,667,303,491,338,564,641,591,6
atunnicliffehc,Cross-group,OH,whitney high school,cerritos,CA,3.79,2025,Computer Science,Psychology,435,695,26,19,15,24,30,730,578,766,228,343,313,293,492,639,0
rlindophd,3rd generation,CA,brooklyn technical high school,brooklyn,NY,2.86,2025,English,Psychology,386,420,23,22,29,30,36,233,362,767,498,667,752,760,313,200,1
slangelayhe,utilisation,TX,academic magnet high school,north charleston,SC,3.71,2024,Biology,Sociology,688,689,34,2,32,3,19,352,484,550,649,761,686,634,762,687,0
pcochhf,database,TX,academy for information technology,scotch plains,NJ,2.16,2024,Spanish,Computer Engineering,509,773,10,27,19,13,32,628,234,506,478,788,432,717,744,721,3
fmolenhg,Devolved,NY,james madison high school,vienna,VA,3.53,2023,Computer Science,Sociology,687,588,17,27,36,24,16,675,308,799,785,667,761,362,431,552,1
labbetshh,circuit,CA,whitney high school,cerritos,CA,2.43,2024,Computer Science,Creative Writing,548,470,17,1,7,3,27,395,407,647,783,695,329,492,636,644,3
rbyrehi,Horizontal,PA,brooklyn technical high school,brooklyn,NY,3.72,2023,Biology,Creative Writing,448,432,36,24,20,15,13,268,428,316,498,408,302,265,542,603,5
lsearlhj,fresh-thinking,VA,academic magnet high school,north charleston,SC,2.04,2024,Mathematics,Creative Writing,740,543,5,20,30,7,3,618,726,562,550,465,602,433,513,316,5
oskoyleshk,Cross-group,FL,academy for information technology,scotch plains,NJ,3.97,2022,Biology,Psychology,503,749,14,22,21,35,25,594,520,668,697,628,754,211,758,741,6
ldrysdellhl,upward-trending,DC,james madison high school,vienna,VA,3.47,2025,Spanish,Creative Writing,677,380,4,28,19,17,23,695,623,367,710,365,696,410,341,432,0
bdomenyhm,zero administration,TX,whitney high school,cerritos,CA,3.63,2025,Biology,Sociology,784,270,18,18,5,6,6,293,211,353,452,608,335,205,644,671,1
bgoschalkhn,system engine,CA,brooklyn technical high school,brooklyn,NY,2.08,2023,Computer Science,Sociology,323,586,27,28,6,5,8,227,213,784,618,365,766,719,761,369,8
pweeksho,frame,MN,academic magnet high school,north charleston,SC,3.58,2024,English,Creative Writing,258,356,3,20,8,23,27,375,421,336,427,715,264,704,760,442,5
pagiolfingerhp,Organic,DC,academy for information technology,scotch plains,NJ,3.54,2026,Computer Science,Sociology,797,398,19,13,5,26,19,775,489,550,713,711,232,575,472,541,7
tmurpheyhq,Devolved,MA,james madison high school,vienna,VA,2.28,2025,Biology,Creative Writing,302,780,36,32,29,14,18,470,375,232,334,243,729,629,795,260,5
gmulvihillhr,Streamlined,OH,whitney high school,cerritos,CA,2.5,2024,Computer Science,Sociology,778,317,5,23,36,21,3,767,596,204,389,236,234,594,673,754,8
jandreacciohs,flexibility,CA,brooklyn technical high school,brooklyn,NY,3.94,2026,Spanish,Computer Engineering,428,301,4,12,17,9,24,269,323,778,379,217,689,586,269,570,6
tmquhargeht,Multi-channelled,MA,academic magnet high school,north charleston,SC,3.88,2026,Spanish,Creative Writing,280,573,21,20,20,36,2,451,221,705,733,252,759,693,740,331,5
ckorthu,migration,PA,academy for information technology,scotch plains,NJ,3.72,2022,Spanish,Sociology,285,490,4,25,34,28,21,475,499,688,511,625,795,787,396,634,3
gsavegehv,Streamlined,MI,james madison high school,vienna,VA,3.25,2023,English,Computer Engineering,242,783,27,31,15,31,3,374,777,780,261,574,702,452,284,282,10
emacgorleyhw,approach,LA,whitney high school,cerritos,CA,3.07,2022,Computer Science,Sociology,521,546,26,5,1,18,5,614,356,429,399,392,202,705,331,745,2
ecooneyhx,Customer-focused,VA,brooklyn technical high school,brooklyn,NY,2.21,2025,Mathematics,Psychology,506,698,2,6,24,21,31,521,383,780,685,580,223,422,800,264,1
gledingtonhy,Synergized,PA,academic magnet high school,north charleston,SC,3.14,2022,Computer Science,Psychology,301,472,4,11,30,27,2,270,489,357,705,748,504,336,485,645,6
crubinovitchhz,even-keeled,GA,academy for information technology,scotch plains,NJ,3.43,2026,English,Computer Engineering,238,532,29,13,33,35,17,480,663,489,584,660,369,664,208,607,8
gpeiroi0,Innovative,CA,james madison high school,vienna,VA,3.22,2025,Mathematics,Sociology,251,398,18,2,13,27,10,518,792,471,749,221,208,310,243,531,9
hhamleni1,hardware,WI,whitney high school,cerritos,CA,3.79,2025,Biology,Creative Writing,267,786,18,4,30,28,29,376,770,553,359,256,373,324,354,781,8
loguzi2,encoding,CA,brooklyn technical high school,brooklyn,NY,3.88,2025,Computer Science,Computer Engineering,575,593,35,22,21,20,1,766,340,640,258,676,571,761,370,326,8
caymeri3,dynamic,OH,academic magnet high school,north charleston,SC,3.11,2025,Biology,Creative Writing,461,322,25,36,31,6,19,471,439,235,398,459,731,461,541,695,4
bzimmeri4,moderator,NC,academy for information technology,scotch plains,NJ,3.26,2025,Mathematics,Psychology,307,525,1,36,2,30,22,397,236,677,701,208,667,380,774,780,4
alindroi5,impactful,FL,james madison high school,vienna,VA,3.58,2025,English,Creative Writing,596,297,30,10,25,19,22,506,310,592,671,350,629,323,299,676,6
alighti6,User-friendly,KY,whitney high school,cerritos,CA,3.84,2024,Mathematics,Psychology,768,689,3,8,34,25,3,221,747,246,741,448,311,288,580,599,8
hverzeyi7,superstructure,IL,brooklyn technical high school,brooklyn,NY,2.79,2025,Mathematics,Computer Engineering,264,589,23,29,18,4,32,242,677,328,676,602,580,526,647,593,2
vcasassai8,actuating,FL,academic magnet high school,north charleston,SC,3.78,2026,Computer Science,Creative Writing,562,284,36,13,16,14,34,681,776,639,691,788,459,350,381,461,3
tsandcrafti9,definition,MO,academy for information technology,scotch plains,NJ,3.76,2024,Computer Science,Computer Engineering,311,420,7,32,2,23,25,248,460,725,201,791,594,649,799,403,6
cseaversia,solution,TX,james madison high school,vienna,VA,2.06,2024,English,Creative Writing,727,786,3,6,30,10,35,487,259,373,307,558,453,790,334,393,4
alambdonib,hybrid,PA,whitney high school,cerritos,CA,2.39,2023,English,Computer Engineering,523,369,27,6,33,31,25,508,566,688,400,364,595,719,594,705,6
pkeaveic,methodical,CA,brooklyn technical high school,brooklyn,NY,3.38,2025,Spanish,Computer Engineering,499,558,24,25,16,10,33,596,291,243,254,492,348,259,228,504,10
gbrocktonid,6th generation,TX,academic magnet high school,north charleston,SC,3.81,2022,Biology,Psychology,297,491,10,32,3,12,1,419,712,540,664,787,529,273,597,349,0
gcroncheyie,moratorium,OK,academy for information technology,scotch plains,NJ,3.56,2024,Mathematics,Computer Engineering,710,350,6,26,33,32,3,603,505,717,342,239,687,417,272,524,10
